nif,name,date,payed,amount,concept,freelance
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,13767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
25-1006281,Npath,2017/02/17,false,3767.77,Red-billed buffalo weaver,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
42-6195939,Oyoloo,2017/06/28,true,5079.29,Black-capped chickadee,false
82-4314179,Oyondu,2017/01/06,false,9564.37,Galapagos tortoise,false
82-4314179,Oyondu,2017/01/06,false,9564.37,Galapagos tortoise,false
82-4314179,Oyondu,2017/01/06,false,9564.37,Galapagos tortoise,false
83-6982820,Pixonyx,2017/10/03,false,6142.22,"Cat, tiger",false
83-6982820,Pixonyx,2017/10/03,false,6142.22,"Cat, tiger",false
83-6982820,Pixonyx,2017/10/03,false,6142.22,"Cat, tiger",false
18-8090870,Quamba,2017/04/12,false,4737.21,"Cat, civet",false
18-8090870,Quamba,2017/04/12,false,4737.21,"Cat, civet",false
18-8090870,Quamba,2017/04/12,false,4737.21,"Cat, civet",false
46-7548151,Quinu,2017/03/09,true,3171.9,Indian star tortoise,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
46-7548151,Quinu,2017/03/09,true,3171.9,Indian star tortoise,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
46-7548151,Quinu,2017/03/09,true,3171.9,Indian star tortoise,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
28-8076768,Quinu,2017/07/14,true,4567.33,African lion,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
28-6872142,Realblab,2017/11/15,false,3825.1,Osprey,false
64-7860843,Realblab,2017/07/10,true,5974.28,Black-capped capuchin,false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
36-3929819,Realbridge Very long name,2017/02/26,false,3123.96,"Lion, australian sea",false
71-9450256,Realbridge Very long name,2017/07/05,false,7381.8,"Spurfowl, yellow-necked",false
13-2017889,Realmix,2017/10/04,true,2197.88,Ring-tailed gecko,false
13-2017889,Realmix,2017/10/04,true,2197.88,Ring-tailed gecko,false
13-2017889,Realmix,2017/10/04,true,2197.88,Ring-tailed gecko,false
19-0468774,Realpoint,2017/02/18,false,5393.98,"Francolin, swainson's",false
19-0468774,Realpoint,2017/02/18,false,5393.98,"Francolin, swainson's",false
19-0468774,Realpoint,2017/02/18,false,5393.98,"Francolin, swainson's",false
74-2723773,Roombo,2017/09/20,true,284.76,Red-legged pademelon,false
74-2723773,Roombo,2017/09/20,true,284.76,Red-legged pademelon,false
70-5230385,Skivee,2017/01/12,true,5553.76,"Dove, mourning collared",false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
70-5230385,Skivee,2017/01/12,true,5553.76,"Dove, mourning collared",false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
70-5230385,Skivee,2017/01/12,true,5553.76,"Dove, mourning collared",false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
07-6707197,Skivee,2017/03/12,false,8382.81,African lynx,false
92-3740085,Skyble,2017/07/25,false,3022.77,Tyrant flycatcher,false
92-3740085,Skyble,2017/07/25,false,3022.77,Tyrant flycatcher,false
92-3740085,Skyble,2017/07/25,false,3022.77,Tyrant flycatcher,false
58-0534877,Tagopia,2017/04/30,false,4284.82,Vervet monkey,false
58-0534877,Tagopia,2017/04/30,false,4284.82,Vervet monkey,false
58-0534877,Tagopia,2017/04/30,false,4284.82,Vervet monkey,false
69-4578967,Tavu,2017/12/31,false,6181.16,Carpet python,false
69-4578967,Tavu,2017/12/31,false,6181.16,Carpet python,false
69-4578967,Tavu,2017/12/31,false,6181.16,Carpet python,false
64-3106582,Thoughtbridge,2017/04/13,true,6517.16,"Penguin, galapagos",false
64-3106582,Thoughtbridge,2017/04/13,true,6517.16,"Penguin, galapagos",false
64-3106582,Thoughtbridge,2017/04/13,true,6517.16,"Penguin, galapagos",false
50-1723962,Topdrive,2017/03/13,false,9416.33,Andean goose,false
50-1723962,Topdrive,2017/03/13,false,9416.33,Andean goose,false
50-1723962,Topdrive,2017/03/13,false,9416.33,Andean goose,false
49-1601605,Trupe,2017/06/08,false,8937.16,"Bulbul, african red-eyed",false
97-3722385,Trupe,2017/12/10,false,13594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
49-1601605,Trupe,2017/06/08,false,8937.16,"Bulbul, african red-eyed",false
97-3722385,Trupe,2017/12/10,false,13594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
49-1601605,Trupe,2017/06/08,false,8937.16,"Bulbul, african red-eyed",false
97-3722385,Trupe,2017/12/10,false,13594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
97-3722385,Trupe,2017/12/10,false,3594.13,"Lemming, collared",false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
28-8632497,Twimbo,2017/01/25,false,3260.84,Civet (unidentified),false
61-6245355,Twinte,2017/12/06,true,23461.5,White-tailed jackrabbit,false
46-9353889,Twinte,2017/06/07,false,3379.72,"Wallaby, agile",false
61-6245355,Twinte,2017/12/06,true,23461.5,White-tailed jackrabbit,false
46-9353889,Twinte,2017/06/07,false,3379.72,"Wallaby, agile",false
61-6245355,Twinte,2017/12/06,true,23461.5,White-tailed jackrabbit,false
46-9353889,Twinte,2017/06/07,false,3379.72,"Wallaby, agile",false
30-4533859,Vimbo,2017/07/01,true,6836.34,Western patch-nosed snake,false
30-4533859,Vimbo,2017/07/01,true,6836.34,Western patch-nosed snake,false
30-4533859,Vimbo,2017/07/01,true,6836.34,Western patch-nosed snake,false
80-7444246,Viva,2017/01/06,true,19661.37,Tyrant flycatcher,false
52-6060297,Viva,2017/05/11,true,7548.16,Galapagos dove,false
80-7444246,Viva,2017/01/06,true,19661.37,Tyrant flycatcher,false
52-6060297,Viva,2017/05/11,true,7548.16,Galapagos dove,false
80-7444246,Viva,2017/01/06,true,19661.37,Tyrant flycatcher,false
52-6060297,Viva,2017/05/11,true,7548.16,Galapagos dove,false
22-4453740,Voomm,2017/02/06,false,4537.98,Black-backed jackal,false
22-4453740,Voomm,2017/02/06,false,4537.98,Black-backed jackal,false
22-4453740,Voomm,2017/02/06,false,4537.98,Black-backed jackal,false
65-1033400,Voonte,2017/09/06,true,2575.24,Gray heron,false
31-3804742,Voonte,2017/10/29,true,7354.28,American badger,false
65-1033400,Voonte,2017/09/06,true,2575.24,Gray heron,false
31-3804742,Voonte,2017/10/29,true,7354.28,American badger,false
65-1033400,Voonte,2017/09/06,true,2575.24,Gray heron,false
31-3804742,Voonte,2017/10/29,true,7354.28,American badger,false
28-8605549,Yakijo,2017/09/02,true,2147.96,"Loris, slender",false
28-8605549,Yakijo,2017/09/02,true,2147.96,"Loris, slender",false
28-8605549,Yakijo,2017/09/02,true,2147.96,"Loris, slender",false
11-0810838,Yamia,2017/07/24,false,8257.74,Red-breasted cockatoo,false
11-0810838,Yamia,2017/07/24,false,8257.74,Red-breasted cockatoo,false
11-0810838,Yamia,2017/07/24,false,8257.74,Red-breasted cockatoo,false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
77-5153401,Yata,2017/10/19,true,160.31,"Tortoise, radiated",false
35-4919686,Yodoo,2017/01/05,false,4921.28,"Goose, spur-winged",false
35-4919686,Yodoo,2017/01/05,false,4921.28,"Goose, spur-winged",false
35-4919686,Yodoo,2017/01/05,false,4921.28,"Goose, spur-winged",false
21-7333166,Youbridge,2017/06/11,false,2989.43,Short-nosed bandicoot,false
21-7333166,Youbridge,2017/06/11,false,2989.43,Short-nosed bandicoot,false
55-2056854,Youopia,2017/02/01,true,3422.82,"Bandicoot, short-nosed",false
55-2056854,Youopia,2017/02/01,true,3422.82,"Bandicoot, short-nosed",false
60-2272238,Youtags,2017/06/15,true,931.93,"Tortoise, burmese brown mountain",false
60-2272238,Youtags,2017/06/15,true,931.93,"Tortoise, burmese brown mountain",false
60-2272238,Youtags,2017/06/15,true,931.93,"Tortoise, burmese brown mountain",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
21-3673187,Yozio,2017/03/13,true,861.76,"Cat, miner's",false
89-9206772,Zava,2017/07/24,true,2957.67,Reindeer,false
89-9206772,Zava,2017/07/24,true,2957.67,Reindeer,false
89-9206772,Zava,2017/07/24,true,2957.67,Reindeer,false
82-4115180,Zazio,2017/12/10,true,2454.32,Moose,false
82-4115180,Zazio,2017/12/10,true,2454.32,Moose,false
82-4115180,Zazio,2017/12/10,true,2454.32,Moose,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
96-1588258,Zoombeat,2017/01/18,false,3213.95,Black-cheeked waxbill,false
34-0559709,Zoombox,2017/07/02,true,7195.07,Bald eagle,false
34-0559709,Zoombox,2017/07/02,true,7195.07,Bald eagle,false
34-0559709,Zoombox,2017/07/02,true,7195.07,Bald eagle,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
46-3708042,Zoomcast,2017/09/22,false,4764.43,Lilac-breasted roller,false
